"Código de radio.","Población total (en hogares familiares).","Población de 0 a 17 años.","Población de 0 a 3 años.","Población de 4 a 5 años.","Población de 6 a 12 años.","Población de 13 a 17 años.","Población de 18 años y más.","Población de 18 a 29 años.","Población de 30 a 54 años.","Población de 55 a 69 años.","Población de 70 años y más.","Total de mujeres (en hogares familiares).","Mujeres de 0 a 17 años.","Mujeres de 0 a 3 años.","Mujeres de 4 a 5 años.","Mujeres de 6 a 12 años.","Mujeres de 13 a 17 años.","Mujeres de 18 años y más.","Mujeres de 18 a 29 años.","Mujeres de 30 a 54 años.","Mujeres de 55 a 69 años.","Mujeres de 70 años y más.","Total de varones (en hogares familiares).","Varones de 0 a 17 años.","Varones de 0 a 3 años.","Varones de 4 a 5 años.","Varones de 6 a 12 años.","Varones de 13 a 17 años.","Varones de 18 años y más.","Varones de 18 a 29 años.","Varones de 30 a 54 años.","Varones de 55 a 69 años.","Varones de 70 años y más.","Población de 18 y más con primaria incompleta o menos","Población de 18 y más con primaria completa","Población de 18 y más con secundaria completa","Población de 18 y más con primaria completa sin secundario completo","Población de 18 y más con secundaria completa sin superior completo","Población de 18 y más con terciario completo","Población de 18 y más con universitario completo o más","Niños de 4 y 5 años que asisten a jardín","Población de 6 a 12 que asiste","Población de 13 a 17 sin secundaria completa que asiste","Población de 13 a 17 sin secundaria completa","Población de 18 a 29 sin secundaria completa que asiste","Población de 18 a 29 sin secundaria completa","Población de 14 a 25 años sin secundario completo o más que asiste","Población de 14 a 25 años sin secundario completo","Población de 14 a 25 años","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio","Población total","Total de hogares","Latitud del centroide","Longitud del centroide","Superficie en km2","Geometría en WKT"
"066231801",51,16,4,0,8,4,35,7,13,12,3,20,6,2,0,3,1,14,4,5,5,0,31,10,2,0,5,3,21,3,8,7,3,2,30,7,23,5,0,2,0,8,4,4,0,5,1,2,4,"06","Buenos Aires","06623","Pergamino","066231801",51,18,-33.863246,-60.856801,76.085607157033,"POLYGON((-60.790047 -33.856218,-60.803497 -33.868669,-60.826642 -33.890057,-60.844221 -33.905042,-60.844416 -33.904897,-60.846008 -33.906359,-60.847297 -33.907622,-60.849378 -33.909482,-60.851430 -33.911443,-60.853375 -33.913323,-60.853411 -33.913360,-60.853517 -33.913493,-60.859727 -33.914030,-60.860225 -33.914070,-60.861945 -33.913022,-60.870687 -33.905959,-60.873728 -33.903494,-60.900025 -33.882813,-60.906040 -33.887824,-60.943014 -33.856952,-60.920184 -33.835455,-60.884515 -33.862877,-60.826648 -33.809408,-60.821396 -33.813444,-60.817148 -33.821619,-60.799118 -33.830602,-60.791925 -33.843039,-60.791224 -33.850345,-60.790047 -33.856218))"
"066231503",42,11,3,2,3,3,31,8,11,6,6,18,3,2,1,0,0,15,4,5,4,2,24,8,1,1,3,3,16,4,6,2,4,0,31,12,19,9,0,3,2,3,3,3,0,4,2,4,6,"06","Buenos Aires","06623","Pergamino","066231503",42,13,-33.840136,-60.444208,62.169925119027,"POLYGON((-60.435358 -33.805277,-60.421333 -33.816220,-60.416066 -33.811508,-60.416063 -33.810856,-60.413284 -33.808138,-60.382202 -33.831145,-60.383564 -33.832850,-60.384587 -33.834309,-60.385489 -33.835039,-60.386146 -33.835915,-60.386816 -33.837358,-60.388167 -33.838842,-60.389481 -33.840108,-60.389815 -33.841050,-60.390690 -33.842228,-60.391500 -33.844803,-60.392233 -33.845588,-60.392787 -33.847165,-60.396153 -33.852336,-60.399446 -33.853611,-60.400894 -33.856080,-60.400789 -33.856781,-60.401379 -33.858023,-60.402906 -33.858790,-60.403756 -33.861182,-60.404088 -33.863033,-60.404891 -33.863817,-60.405372 -33.865116,-60.405890 -33.866971,-60.408190 -33.869051,-60.409170 -33.870356,-60.422590 -33.870813,-60.437249 -33.871401,-60.447700 -33.871784,-60.474063 -33.872678,-60.474273 -33.869047,-60.496874 -33.869770,-60.504117 -33.870105,-60.509138 -33.871514,-60.487461 -33.834309,-60.487743 -33.834330,-60.489346 -33.834425,-60.490694 -33.834517,-60.490512 -33.834182,-60.486190 -33.834020,-60.483508 -33.829088,-60.483258 -33.828766,-60.483906 -33.828507,-60.469659 -33.803073,-60.463925 -33.807314,-60.449370 -33.794343,-60.435358 -33.805277))"
"066231901",17,3,1,1,0,1,14,4,7,0,3,8,1,0,1,0,0,7,3,3,0,1,9,2,1,0,0,1,7,1,4,0,2,0,14,7,7,3,1,3,1,0,1,1,0,1,0,1,3,"06","Buenos Aires","06623","Pergamino","066231901",17,6,-33.85752,-60.74688,53.167915394429,"POLYGON((-60.729278 -33.891409,-60.747163 -33.907382,-60.801191 -33.866533,-60.790047 -33.856218,-60.741903 -33.811436,-60.738588 -33.808400,-60.695945 -33.833454,-60.715090 -33.851259,-60.726243 -33.861270,-60.709501 -33.873916,-60.729278 -33.891409))"
"066231302",25,7,0,0,5,2,18,5,10,0,3,14,5,0,0,3,2,9,3,4,0,2,11,2,0,0,2,0,9,2,6,0,1,2,16,2,14,2,0,0,0,5,1,2,0,4,1,4,5,"06","Buenos Aires","06623","Pergamino","066231302",25,8,-33.838443,-60.344548,57.264373468994,"POLYGON((-60.284350 -33.820083,-60.285086 -33.823159,-60.287384 -33.822761,-60.288174 -33.825070,-60.290318 -33.824805,-60.293067 -33.833869,-60.295207 -33.833388,-60.299275 -33.845085,-60.298307 -33.845045,-60.298356 -33.845439,-60.300393 -33.851490,-60.305133 -33.850356,-60.304398 -33.856697,-60.310249 -33.856500,-60.310477 -33.857046,-60.310735 -33.868163,-60.351523 -33.867341,-60.351599 -33.868235,-60.409142 -33.870318,-60.408190 -33.869051,-60.405890 -33.866971,-60.405372 -33.865116,-60.404891 -33.863817,-60.404088 -33.863033,-60.403756 -33.861182,-60.402906 -33.858790,-60.401379 -33.858023,-60.400789 -33.856781,-60.400894 -33.856080,-60.399446 -33.853611,-60.396153 -33.852336,-60.392787 -33.847165,-60.392233 -33.845588,-60.391500 -33.844803,-60.390690 -33.842228,-60.389815 -33.841050,-60.389481 -33.840108,-60.388167 -33.838842,-60.386816 -33.837358,-60.386146 -33.835915,-60.385489 -33.835039,-60.384587 -33.834309,-60.383564 -33.832850,-60.382202 -33.831145,-60.380333 -33.828684,-60.379611 -33.826307,-60.378418 -33.822963,-60.377473 -33.819662,-60.376744 -33.816020,-60.374820 -33.814042,-60.374120 -33.812350,-60.371501 -33.809548,-60.369637 -33.808347,-60.369519 -33.807140,-60.368349 -33.804819,-60.368455 -33.803366,-60.367466 -33.802210,-60.366684 -33.800747,-60.283181 -33.815642,-60.284350 -33.820083))"
"066231202",22,6,3,0,1,2,16,6,5,2,3,9,5,2,0,1,2,4,2,1,1,0,13,1,1,0,0,0,12,4,4,1,3,3,13,2,11,1,1,0,0,1,1,2,0,5,1,5,5,"06","Buenos Aires","06623","Pergamino","066231202",22,9,-33.83666,-60.252567,58.027204002746,"POLYGON((-60.193357 -33.819269,-60.196063 -33.824831,-60.227623 -33.865972,-60.230752 -33.869953,-60.230818 -33.870136,-60.241808 -33.869918,-60.252875 -33.869406,-60.271722 -33.868986,-60.281263 -33.868819,-60.310735 -33.868163,-60.310477 -33.857046,-60.310249 -33.856500,-60.304398 -33.856697,-60.305133 -33.850356,-60.300393 -33.851490,-60.298356 -33.845439,-60.298307 -33.845045,-60.299275 -33.845085,-60.295207 -33.833388,-60.293067 -33.833869,-60.290318 -33.824805,-60.288174 -33.825070,-60.287384 -33.822761,-60.285086 -33.823159,-60.284350 -33.820083,-60.283181 -33.815642,-60.282660 -33.813462,-60.278921 -33.797901,-60.194097 -33.812843,-60.190410 -33.813488,-60.190465 -33.813589,-60.192629 -33.817966,-60.193357 -33.819269))"
"066231902",53,15,4,2,7,2,38,9,16,9,4,24,6,2,2,2,0,18,4,8,5,1,29,9,2,0,5,2,20,5,8,4,3,5,32,8,24,6,1,1,2,7,2,2,0,8,2,6,7,"06","Buenos Aires","06623","Pergamino","066231902",53,20,-33.858946,-60.671629,47.259655354398,"POLYGON((-60.630404 -33.879227,-60.634349 -33.882787,-60.635836 -33.882846,-60.636755 -33.882602,-60.638028 -33.882155,-60.638803 -33.882028,-60.640027 -33.882253,-60.641578 -33.882103,-60.643070 -33.882620,-60.643993 -33.882843,-60.645616 -33.882709,-60.646739 -33.883261,-60.648036 -33.883485,-60.649955 -33.884149,-60.653193 -33.885450,-60.655362 -33.886364,-60.657494 -33.887165,-60.658999 -33.888161,-60.660127 -33.887767,-60.661569 -33.887716,-60.663819 -33.887725,-60.664452 -33.888084,-60.665435 -33.889176,-60.666572 -33.889365,-60.668539 -33.889180,-60.669015 -33.889948,-60.670807 -33.890336,-60.674794 -33.890986,-60.676554 -33.891152,-60.677811 -33.891639,-60.678246 -33.892445,-60.680711 -33.891175,-60.683078 -33.891075,-60.684895 -33.889398,-60.686939 -33.889432,-60.689135 -33.888213,-60.691178 -33.888113,-60.693593 -33.887420,-60.709501 -33.873916,-60.726243 -33.861270,-60.715090 -33.851259,-60.695945 -33.833454,-60.693793 -33.831358,-60.676242 -33.815969,-60.662698 -33.827231,-60.640485 -33.844838,-60.614626 -33.865051,-60.630404 -33.879227))"
"066232001",707,252,62,29,103,58,455,112,241,74,28,313,108,26,12,45,25,205,55,111,28,11,394,144,36,17,58,33,250,57,130,46,17,58,389,194,195,112,37,45,27,102,46,57,13,71,44,97,124,"06","Buenos Aires","06623","Pergamino","066232001",725,227,-33.850306,-60.549844,33.62302338286,"POLYGON((-60.565835 -33.863069,-60.566908 -33.862266,-60.567963 -33.861420,-60.569122 -33.860533,-60.570249 -33.859665,-60.574287 -33.863322,-60.583357 -33.856633,-60.595449 -33.847760,-60.578041 -33.832006,-60.556905 -33.813501,-60.540665 -33.826038,-60.521734 -33.840304,-60.504483 -33.853743,-60.512496 -33.860011,-60.512523 -33.860028,-60.518614 -33.865575,-60.518657 -33.865619,-60.519814 -33.866661,-60.519981 -33.866815,-60.521083 -33.867813,-60.522164 -33.868915,-60.522368 -33.869103,-60.523747 -33.870313,-60.525910 -33.872198,-60.525963 -33.872255,-60.526167 -33.872429,-60.526280 -33.872534,-60.527021 -33.873202,-60.527752 -33.873884,-60.528368 -33.874419,-60.529003 -33.874941,-60.529420 -33.875308,-60.529826 -33.875655,-60.530511 -33.876298,-60.531073 -33.876835,-60.531403 -33.877121,-60.533197 -33.878761,-60.535137 -33.880526,-60.536473 -33.881833,-60.538477 -33.883460,-60.538712 -33.883670,-60.539068 -33.884036,-60.539762 -33.884849,-60.541245 -33.886183,-60.542004 -33.886888,-60.542735 -33.887363,-60.542819 -33.887435,-60.554224 -33.878740,-60.554223 -33.878736,-60.554988 -33.878164,-60.555863 -33.877500,-60.556178 -33.877280,-60.556622 -33.876927,-60.556819 -33.876762,-60.557754 -33.876057,-60.558733 -33.875306,-60.559645 -33.874615,-60.560516 -33.873943,-60.563054 -33.872014,-60.565567 -33.870091,-60.566445 -33.869437,-60.568162 -33.868150,-60.569120 -33.867415,-60.569113 -33.867401,-60.569126 -33.867391,-60.568826 -33.866354,-60.568680 -33.866003,-60.568499 -33.865646,-60.568225 -33.865283,-60.567916 -33.864933,-60.565835 -33.863069))"
"066231501",211,55,6,12,20,17,156,34,52,36,34,101,23,3,3,11,6,78,18,26,20,14,110,32,3,9,9,11,78,16,26,16,20,36,115,50,65,43,4,3,9,20,14,17,3,23,14,33,35,"06","Buenos Aires","06623","Pergamino","066231501",211,79,-33.830799,-60.487068,0.33530518883204,"POLYGON((-60.484331 -33.827320,-60.484767 -33.828162,-60.483258 -33.828766,-60.483508 -33.829088,-60.486190 -33.834020,-60.491272 -33.834211,-60.488751 -33.829703,-60.489222 -33.829523,-60.488879 -33.828901,-60.488431 -33.829079,-60.487408 -33.827167,-60.486532 -33.827434,-60.486170 -33.826653,-60.485325 -33.826955,-60.484331 -33.827320))"
"066232903",1142,413,105,52,147,109,729,293,294,106,36,564,212,49,33,75,55,352,143,140,50,19,578,201,56,19,72,54,377,150,154,56,17,125,567,125,442,121,3,1,45,143,87,106,21,203,83,219,274,"06","Buenos Aires","06623","Pergamino","066232903",1142,292,-33.868318,-60.597456,10.746669309819,"POLYGON((-60.574240 -33.863357,-60.573768 -33.863843,-60.573778 -33.863863,-60.573862 -33.863799,-60.573978 -33.863863,-60.574100 -33.863951,-60.574187 -33.864043,-60.574241 -33.864121,-60.574288 -33.864231,-60.574332 -33.864392,-60.574390 -33.864552,-60.577902 -33.871872,-60.578584 -33.873323,-60.579461 -33.875150,-60.580179 -33.876690,-60.580685 -33.877801,-60.581064 -33.878616,-60.581582 -33.878454,-60.581993 -33.878333,-60.582522 -33.878171,-60.583650 -33.877818,-60.584170 -33.877667,-60.584980 -33.877383,-60.586549 -33.876845,-60.588086 -33.880105,-60.589153 -33.882310,-60.589214 -33.882469,-60.589291 -33.882618,-60.589550 -33.883136,-60.589578 -33.883205,-60.589602 -33.883204,-60.590675 -33.885439,-60.595159 -33.883957,-60.595890 -33.884192,-60.596389 -33.884383,-60.596558 -33.884409,-60.596736 -33.884497,-60.596975 -33.884569,-60.597246 -33.884701,-60.607383 -33.881290,-60.612692 -33.879486,-60.612793 -33.879692,-60.626081 -33.875343,-60.614626 -33.865051,-60.604853 -33.856186,-60.595449 -33.847760,-60.583357 -33.856633,-60.574240 -33.863357))"
"066231804",43,11,2,0,6,3,32,9,15,5,3,21,6,2,0,2,2,15,3,8,2,2,22,5,0,0,4,1,17,6,7,3,1,3,29,11,18,8,3,0,0,6,3,3,0,1,2,2,7,"06","Buenos Aires","06623","Pergamino","066231804",43,15,-33.914649,-60.785191,67.25157899442,"POLYGON((-60.801191 -33.866533,-60.747163 -33.907382,-60.729278 -33.891409,-60.700637 -33.913314,-60.729570 -33.913492,-60.731077 -33.943193,-60.738624 -33.937319,-60.755488 -33.952708,-60.777915 -33.935063,-60.797354 -33.952351,-60.801925 -33.956312,-60.835471 -33.932461,-60.837233 -33.931126,-60.857913 -33.915393,-60.859727 -33.914030,-60.853517 -33.913493,-60.849477 -33.913669,-60.849561 -33.914772,-60.847033 -33.914730,-60.846946 -33.915818,-60.845625 -33.915796,-60.844353 -33.915778,-60.843065 -33.915745,-60.841807 -33.915786,-60.840606 -33.915763,-60.839307 -33.915809,-60.838104 -33.915784,-60.836883 -33.915742,-60.835609 -33.915749,-60.833762 -33.917370,-60.832589 -33.916291,-60.831176 -33.917388,-60.829709 -33.915966,-60.829460 -33.916209,-60.828799 -33.916695,-60.828190 -33.917082,-60.827201 -33.917914,-60.827015 -33.915641,-60.828132 -33.915640,-60.828113 -33.914561,-60.828117 -33.913344,-60.829357 -33.913356,-60.830430 -33.913342,-60.831240 -33.913338,-60.831255 -33.913105,-60.833449 -33.913176,-60.834288 -33.912502,-60.834880 -33.912048,-60.835398 -33.911658,-60.835655 -33.911436,-60.836797 -33.910549,-60.837048 -33.910390,-60.837693 -33.909948,-60.838541 -33.909349,-60.838950 -33.909013,-60.839808 -33.908370,-60.840680 -33.907582,-60.842388 -33.906363,-60.844221 -33.905042,-60.826642 -33.890057,-60.803497 -33.868669,-60.801191 -33.866533))"
"066232002",1475,562,129,73,215,145,913,333,432,99,49,754,292,68,34,111,79,462,176,206,55,25,721,270,61,39,104,66,451,157,226,44,24,170,716,201,515,157,23,21,68,214,99,135,29,245,102,290,351,"06","Buenos Aires","06623","Pergamino","066232002",1475,400,-33.865128,-60.569752,0.47232583164477,"POLYGON((-60.565835 -33.863069,-60.567916 -33.864933,-60.568225 -33.865283,-60.568499 -33.865646,-60.568680 -33.866003,-60.568826 -33.866354,-60.569126 -33.867391,-60.569113 -33.867401,-60.569120 -33.867415,-60.569018 -33.867496,-60.568162 -33.868150,-60.566445 -33.869437,-60.565567 -33.870091,-60.565737 -33.870427,-60.566131 -33.871245,-60.567157 -33.870896,-60.568136 -33.870577,-60.569143 -33.870231,-60.570186 -33.869895,-60.572186 -33.869232,-60.572164 -33.869200,-60.572168 -33.869199,-60.570731 -33.866213,-60.571432 -33.865653,-60.572038 -33.865193,-60.572310 -33.864977,-60.573227 -33.864261,-60.573768 -33.863843,-60.574240 -33.863357,-60.574287 -33.863322,-60.570249 -33.859665,-60.569122 -33.860533,-60.567963 -33.861420,-60.566908 -33.862266,-60.565835 -33.863069))"
"066232214",169,38,7,4,20,7,131,37,48,37,9,92,21,7,0,10,4,71,23,24,15,9,77,17,0,4,10,3,60,14,24,22,0,7,124,52,72,39,8,5,4,20,7,7,5,14,6,11,20,"06","Buenos Aires","06623","Pergamino","066232214",169,56,-33.867844,-60.51936,0.44577100332484,"POLYGON((-60.516868 -33.869435,-60.518428 -33.870770,-60.520900 -33.870611,-60.522180 -33.870534,-60.523385 -33.870447,-60.523572 -33.871219,-60.527702 -33.874968,-60.528315 -33.875497,-60.528707 -33.875878,-60.529070 -33.876199,-60.530395 -33.877356,-60.531073 -33.876835,-60.530511 -33.876298,-60.529826 -33.875655,-60.529420 -33.875308,-60.529003 -33.874941,-60.528368 -33.874419,-60.527752 -33.873884,-60.527021 -33.873202,-60.526280 -33.872534,-60.526167 -33.872429,-60.525963 -33.872255,-60.525910 -33.872198,-60.523747 -33.870313,-60.522368 -33.869103,-60.522164 -33.868915,-60.521083 -33.867813,-60.519981 -33.866815,-60.519814 -33.866661,-60.518657 -33.865619,-60.518614 -33.865575,-60.512523 -33.860028,-60.512402 -33.860815,-60.512164 -33.862881,-60.512165 -33.862942,-60.512600 -33.863173,-60.514506 -33.864864,-60.515471 -33.865746,-60.516298 -33.866418,-60.516822 -33.866870,-60.517259 -33.867348,-60.518231 -33.868170,-60.516735 -33.869321,-60.516868 -33.869435))"
"066232003",951,323,63,40,137,83,628,132,396,77,23,479,147,33,18,59,37,332,62,216,41,13,472,176,30,22,78,46,296,70,180,36,10,32,593,335,258,230,56,49,40,137,79,82,21,66,86,121,153,"06","Buenos Aires","06623","Pergamino","066232003",951,299,-33.869017,-60.573774,0.40601298604444,"POLYGON((-60.573862 -33.863799,-60.573778 -33.863863,-60.573768 -33.863843,-60.573227 -33.864261,-60.572310 -33.864977,-60.572038 -33.865193,-60.571432 -33.865653,-60.570731 -33.866213,-60.572168 -33.869199,-60.572164 -33.869200,-60.572186 -33.869232,-60.570186 -33.869895,-60.570605 -33.870764,-60.571013 -33.871571,-60.571221 -33.871973,-60.571732 -33.873004,-60.571746 -33.872999,-60.571792 -33.873096,-60.574137 -33.872305,-60.574151 -33.872304,-60.574230 -33.872274,-60.575565 -33.871823,-60.575914 -33.872551,-60.577902 -33.871872,-60.574390 -33.864552,-60.574332 -33.864392,-60.574288 -33.864231,-60.574241 -33.864121,-60.574187 -33.864043,-60.574100 -33.863951,-60.573978 -33.863863,-60.573862 -33.863799))"
"066232210",544,125,20,9,65,31,419,106,174,72,67,307,72,10,8,38,16,235,63,91,41,40,237,53,10,1,27,15,184,43,83,31,27,36,383,153,230,115,25,13,9,65,28,31,15,43,38,58,99,"06","Buenos Aires","06623","Pergamino","066232210",544,170,-33.883691,-60.525763,5.6345175625956,"POLYGON((-60.512119 -33.864221,-60.511864 -33.871286,-60.509138 -33.871514,-60.516295 -33.884084,-60.520348 -33.891235,-60.522713 -33.893948,-60.525736 -33.896750,-60.527268 -33.897628,-60.529423 -33.898515,-60.531681 -33.899167,-60.531812 -33.899178,-60.534072 -33.899429,-60.535376 -33.899484,-60.536386 -33.899519,-60.538811 -33.899022,-60.538815 -33.899008,-60.538882 -33.899003,-60.539087 -33.898945,-60.539207 -33.897217,-60.539212 -33.897194,-60.539305 -33.895727,-60.539422 -33.893947,-60.539410 -33.893823,-60.539507 -33.891986,-60.539746 -33.886260,-60.539843 -33.885285,-60.539880 -33.885083,-60.539925 -33.884995,-60.539762 -33.884849,-60.539068 -33.884036,-60.538712 -33.883670,-60.538477 -33.883460,-60.536473 -33.881833,-60.535137 -33.880526,-60.533197 -33.878761,-60.531403 -33.877121,-60.531073 -33.876835,-60.530395 -33.877356,-60.529070 -33.876199,-60.528707 -33.875878,-60.528315 -33.875497,-60.527702 -33.874968,-60.523572 -33.871219,-60.523385 -33.870447,-60.522180 -33.870534,-60.520900 -33.870611,-60.518428 -33.870770,-60.516735 -33.869321,-60.518231 -33.868170,-60.517259 -33.867348,-60.516822 -33.866870,-60.516298 -33.866418,-60.515471 -33.865746,-60.514506 -33.864864,-60.512600 -33.863173,-60.512165 -33.862942,-60.512119 -33.864221))"
"066232102",247,67,19,12,20,16,180,46,96,29,9,114,37,8,7,13,9,77,22,39,11,5,133,30,11,5,7,7,103,24,57,18,4,17,159,77,82,52,16,9,11,20,14,16,2,30,13,36,46,"06","Buenos Aires","06623","Pergamino","066232102",260,82,-33.89934,-60.662745,32.7393868495,"POLYGON((-60.689135 -33.888213,-60.686939 -33.889432,-60.684895 -33.889398,-60.683078 -33.891075,-60.680711 -33.891175,-60.678246 -33.892445,-60.677811 -33.891639,-60.676554 -33.891152,-60.674794 -33.890986,-60.670807 -33.890336,-60.669015 -33.889948,-60.668539 -33.889180,-60.666572 -33.889365,-60.665435 -33.889176,-60.664452 -33.888084,-60.663819 -33.887725,-60.661569 -33.887716,-60.660127 -33.887767,-60.658999 -33.888161,-60.657494 -33.887165,-60.655362 -33.886364,-60.653193 -33.885450,-60.649955 -33.884149,-60.648036 -33.883485,-60.646739 -33.883261,-60.645616 -33.882709,-60.643993 -33.882843,-60.643070 -33.882620,-60.641578 -33.882103,-60.640027 -33.882253,-60.638803 -33.882028,-60.638028 -33.882155,-60.636755 -33.882602,-60.635836 -33.882846,-60.634349 -33.882787,-60.632571 -33.883401,-60.629669 -33.883303,-60.627758 -33.884075,-60.625850 -33.884937,-60.624813 -33.885486,-60.624492 -33.886216,-60.623672 -33.886488,-60.622524 -33.886346,-60.621705 -33.886938,-60.621227 -33.888134,-60.620027 -33.888860,-60.619982 -33.889690,-60.618958 -33.891300,-60.617868 -33.892126,-60.616146 -33.895227,-60.614025 -33.896840,-60.611740 -33.898132,-60.608415 -33.898497,-60.607842 -33.898573,-60.607935 -33.898732,-60.607841 -33.898728,-60.607909 -33.898868,-60.607714 -33.898946,-60.607524 -33.898985,-60.607350 -33.898990,-60.607049 -33.898967,-60.606691 -33.898933,-60.606426 -33.898887,-60.606183 -33.898876,-60.606012 -33.898901,-60.605791 -33.898986,-60.605456 -33.899190,-60.605322 -33.899232,-60.605156 -33.899263,-60.604742 -33.899295,-60.604456 -33.899308,-60.604304 -33.899325,-60.604097 -33.899367,-60.603746 -33.899451,-60.603451 -33.899559,-60.603215 -33.899654,-60.603005 -33.899722,-60.602774 -33.899767,-60.602561 -33.899772,-60.602358 -33.899765,-60.602190 -33.899780,-60.601997 -33.899820,-60.601415 -33.899999,-60.601051 -33.900065,-60.600670 -33.900106,-60.600278 -33.900182,-60.600097 -33.900983,-60.601649 -33.905688,-60.601184 -33.905759,-60.600607 -33.905861,-60.596648 -33.906533,-60.594751 -33.906863,-60.596295 -33.908153,-60.597139 -33.908898,-60.599526 -33.911081,-60.599568 -33.911115,-60.600701 -33.912158,-60.602631 -33.913807,-60.604500 -33.915438,-60.606302 -33.917029,-60.607154 -33.917772,-60.607122 -33.917802,-60.607144 -33.917794,-60.607914 -33.918486,-60.610915 -33.916447,-60.615653 -33.914908,-60.616935 -33.917547,-60.620472 -33.916352,-60.620350 -33.916233,-60.620276 -33.916101,-60.620228 -33.915958,-60.619444 -33.913444,-60.629538 -33.913898,-60.630666 -33.914891,-60.631082 -33.915265,-60.632125 -33.916245,-60.632400 -33.916472,-60.633556 -33.917683,-60.634927 -33.919090,-60.635715 -33.919645,-60.636562 -33.918901,-60.637855 -33.917885,-60.637698 -33.917691,-60.640155 -33.915843,-60.637484 -33.913325,-60.655439 -33.913434,-60.700637 -33.913314,-60.729278 -33.891409,-60.709501 -33.873916,-60.693593 -33.887420,-60.691178 -33.888113,-60.689135 -33.888213),(-60.618513 -33.913402,-60.618896 -33.913419,-60.618514 -33.913419,-60.618513 -33.913402))"
"066232004",411,165,34,18,58,55,246,70,134,30,12,203,84,24,11,24,25,119,33,65,15,6,208,81,10,7,34,30,127,37,69,15,6,28,215,86,129,71,12,3,17,58,47,54,12,49,45,81,97,"06","Buenos Aires","06623","Pergamino","066232004",411,106,-33.872567,-60.569126,0.19381957683625,"POLYGON((-60.568077 -33.875266,-60.568091 -33.875295,-60.569089 -33.874933,-60.570075 -33.874596,-60.570032 -33.874517,-60.572128 -33.873865,-60.571933 -33.873425,-60.571732 -33.873004,-60.571221 -33.871973,-60.571013 -33.871571,-60.570605 -33.870764,-60.570186 -33.869895,-60.569143 -33.870231,-60.568136 -33.870577,-60.567157 -33.870896,-60.566131 -33.871245,-60.566950 -33.872943,-60.567314 -33.873653,-60.567683 -33.874455,-60.568077 -33.875266))"
"066232005",1151,491,106,56,208,121,660,219,339,78,24,596,243,52,32,103,56,353,118,178,42,15,555,248,54,24,105,65,307,101,161,36,9,98,534,127,407,113,12,2,50,206,103,118,27,174,106,219,253,"06","Buenos Aires","06623","Pergamino","066232005",1151,294,-33.875123,-60.564526,0.43955067026684,"POLYGON((-60.563114 -33.879407,-60.563461 -33.880134,-60.564449 -33.879811,-60.564954 -33.879632,-60.565458 -33.879470,-60.565259 -33.879060,-60.565114 -33.878753,-60.564955 -33.878390,-60.564824 -33.878114,-60.565771 -33.877811,-60.565713 -33.877686,-60.565951 -33.877607,-60.566791 -33.877358,-60.567788 -33.877020,-60.568778 -33.876699,-60.568416 -33.875973,-60.568091 -33.875295,-60.567683 -33.874455,-60.567314 -33.873653,-60.566950 -33.872943,-60.565737 -33.870427,-60.565567 -33.870091,-60.563054 -33.872014,-60.560516 -33.873943,-60.561056 -33.875120,-60.561358 -33.875740,-60.561728 -33.876524,-60.562056 -33.877192,-60.562644 -33.878435,-60.563114 -33.879407))"
"066232901",1343,490,111,57,198,124,853,259,429,117,48,668,223,54,26,86,57,445,138,220,63,24,675,267,57,31,112,67,408,121,209,54,24,106,734,267,467,197,52,18,55,194,106,123,17,168,103,213,276,"06","Buenos Aires","06623","Pergamino","066232901",1343,378,-33.874448,-60.57358,0.29278161010204,"POLYGON((-60.573729 -33.872443,-60.571792 -33.873096,-60.571746 -33.872999,-60.571732 -33.873004,-60.571933 -33.873425,-60.572128 -33.873865,-60.570032 -33.874517,-60.570075 -33.874596,-60.569089 -33.874933,-60.568091 -33.875295,-60.568416 -33.875973,-60.568778 -33.876699,-60.569114 -33.877414,-60.570133 -33.877093,-60.572137 -33.876409,-60.573213 -33.876052,-60.577974 -33.874451,-60.578967 -33.874123,-60.578584 -33.873323,-60.577902 -33.871872,-60.575914 -33.872551,-60.575565 -33.871823,-60.574230 -33.872274,-60.574151 -33.872304,-60.574137 -33.872305,-60.573729 -33.872443))"
